dispute_id,order_id,reason,order_value,has_delivery_proof,has_signed_pod,ip_match,tracking_valid,comm_logs,days_to_file,prior_customer_disputes,won
DSP-3336,ORD-12628,Item not received,5579.94,1,1,1,1,1,3,0,1
DSP-3337,ORD-15218,Item not as described,3231.36,0,0,1,0,0,7,2,0
DSP-3338,ORD-13187,Duplicate charge,3052.91,1,1,1,1,5,7,0,1
DSP-3339,ORD-10763,Item not received,3072.35,1,0,1,1,4,2,0,1
DSP-3340,ORD-13405,Duplicate charge,10073.77,0,0,1,0,1,6,1,0
DSP-3341,ORD-15729,Item not received,17626.54,1,1,0,1,1,1,0,1
DSP-3342,ORD-15696,Transaction not recognised,8236.52,1,1,1,1,1,48,0,1
DSP-3343,ORD-12133,Duplicate charge,5639.14,1,1,1,1,2,6,0,1
DSP-3344,ORD-10210,Duplicate charge,8784.64,1,1,1,1,2,4,0,1
DSP-3345,ORD-11656,Item not received,2383.55,1,1,1,1,0,1,1,1
DSP-3346,ORD-11035,Transaction not recognised,7179.42,0,0,0,0,2,2,0,0
DSP-3347,ORD-12690,Duplicate charge,5494.82,1,1,0,1,2,8,1,1
DSP-3348,ORD-12822,Transaction not recognised,2701.34,1,1,0,1,1,1,0,1
DSP-3349,ORD-10053,Item not received,3810.36,0,0,1,0,1,12,0,0
DSP-3350,ORD-13535,Item not as described,3693.45,1,1,1,1,2,4,0,1
DSP-3351,ORD-13721,Transaction not recognised,7503.08,1,1,0,1,0,0,0,1
DSP-3352,ORD-10113,Transaction not recognised,2552.08,0,0,1,0,1,31,0,0
DSP-3353,ORD-14689,Item not as described,6751.97,0,0,1,0,0,49,0,0
DSP-3354,ORD-15147,Item not as described,2380.91,1,1,1,1,1,5,0,1
DSP-3355,ORD-12129,Item not as described,3275.94,1,1,1,1,4,6,0,1
DSP-3356,ORD-15720,Duplicate charge,3052.05,0,0,1,0,1,1,0,0
DSP-3357,ORD-14605,Item not as described,4230.44,1,0,0,0,1,6,0,1
DSP-3358,ORD-11966,Duplicate charge,10010.78,1,1,0,1,1,6,0,1
DSP-3359,ORD-12893,Defective item,6250.0,1,0,1,1,0,5,0,0
DSP-3360,ORD-14775,Defective item,8416.9,1,1,0,1,0,4,0,1
DSP-3361,ORD-11447,Defective item,6389.15,1,1,0,1,1,7,0,1
DSP-3362,ORD-10060,Transaction not recognised,3824.24,1,1,0,1,1,7,0,1
DSP-3363,ORD-15826,Transaction not recognised,8572.79,1,1,1,1,4,6,0,1
DSP-3364,ORD-12088,Defective item,4700.49,1,1,0,1,2,11,0,0
DSP-3365,ORD-14504,Item not as described,3072.56,1,1,0,1,3,1,2,1
DSP-3366,ORD-13306,Duplicate charge,1310.31,1,1,1,1,1,5,0,1
DSP-3367,ORD-14321,Item not as described,1477.9,1,1,1,1,4,32,0,1
DSP-3368,ORD-14662,Duplicate charge,5411.84,1,1,0,0,2,2,0,0
DSP-3369,ORD-15524,Item not received,2942.08,1,1,0,1,1,17,0,1
DSP-3370,ORD-13221,Duplicate charge,1058.82,1,1,0,1,1,9,2,1
DSP-3371,ORD-12556,Item not as described,5824.78,0,0,1,0,0,2,0,1
DSP-3372,ORD-14522,Duplicate charge,4637.48,1,1,1,1,1,5,2,1
DSP-3373,ORD-15225,Duplicate charge,5081.11,1,0,1,1,1,24,0,1
DSP-3374,ORD-13035,Transaction not recognised,2781.0,1,1,1,1,3,5,0,1
DSP-3375,ORD-10212,Item not as described,3430.19,1,1,1,1,0,7,0,0
DSP-3376,ORD-12206,Defective item,2857.64,1,1,1,1,4,1,0,1
DSP-3377,ORD-10785,Item not as described,7398.03,0,0,1,0,0,16,1,0
DSP-3378,ORD-14565,Item not received,1951.22,1,1,0,1,4,29,0,0
DSP-3379,ORD-14945,Item not received,2416.37,0,0,1,0,2,2,0,1
DSP-3380,ORD-14962,Item not received,3245.34,1,1,1,1,0,13,0,0
DSP-3381,ORD-13204,Item not as described,5646.71,0,0,1,0,1,3,0,1
DSP-3382,ORD-12641,Transaction not recognised,5812.27,1,1,1,1,3,43,0,1
DSP-3383,ORD-15688,Item not received,2295.99,0,0,0,0,1,19,0,0
DSP-3384,ORD-12763,Item not as described,7707.16,0,0,1,0,0,33,0,1
DSP-3385,ORD-14823,Transaction not recognised,4855.87,1,1,0,1,4,0,1,1
DSP-3386,ORD-10780,Defective item,7056.07,1,1,0,1,3,53,0,1
DSP-3387,ORD-11528,Duplicate charge,2825.28,1,1,0,1,1,0,1,1
DSP-3388,ORD-11580,Item not received,4890.77,1,1,0,1,1,1,0,1
DSP-3389,ORD-11887,Duplicate charge,14627.06,0,0,0,0,1,5,0,1
DSP-3390,ORD-12555,Duplicate charge,14915.03,1,1,0,1,2,5,0,0
DSP-3391,ORD-15420,Transaction not recognised,4545.01,0,0,1,0,1,11,0,1
DSP-3392,ORD-13379,Duplicate charge,3253.3,0,0,1,0,0,16,0,1
DSP-3393,ORD-13088,Duplicate charge,5048.51,0,0,1,0,1,4,0,1
DSP-3394,ORD-11148,Item not received,9342.84,1,0,1,1,2,11,0,1
DSP-3395,ORD-15166,Item not received,6170.17,1,0,1,1,2,6,1,1
DSP-3396,ORD-14743,Transaction not recognised,2058.28,1,1,1,1,3,5,1,1
DSP-3397,ORD-14191,Item not as described,15668.17,1,1,1,1,2,16,0,1
DSP-3398,ORD-14880,Item not as described,2355.99,0,0,0,0,0,1,2,0
DSP-3399,ORD-13010,Item not received,3572.28,1,0,0,0,2,11,2,0
